Job_Satisfaction	Organizational_Support	Job_Performance
5.181274187519976	1.6510975763525684	3.155564120534638
4.329339732078368	2.937674256452179	3.4071663064341307
5.383832683323473	3.03846986901428	4.2494035100293885
6.558255885285316	2.4440719485463993	4.540872432812565
4.200687798896421	3.273129670510019	2.9567813784009
4.200709826206785	4.004335319137537	3.3937996403890525
6.63363513374666	5.92132703153273	7.0
5.544493104780812	3.707535155619238	4.600349871029763
3.8849635783027208	3.8148517896698073	3.472611628114748
5.242784453834931	3.385448159756678	5.098295045900983
3.893089689548069	1.0	2.370620754320048
3.8899876563851072	3.4474434039776485	3.4957453536092906
4.839480062125303	3.5596381013644587	4.1444436254374075
1.9478459487003057	6.667690852280715	2.5706272013891045
2.2005670102721324	3.2329369749068118	1.9292849331790156
3.7604385425642275	3.871757394815268	3.470107475122868
3.155955655936019	3.436840257248666	2.4878486723765243
4.936463091547617	1.9701696283160113	3.0542233257162854
3.2965726045289516	4.959862094930726	3.154720058516775
2.619993445695325	4.454285713710966	2.6023213857197116
6.481269138414703	4.504856203267921	6.315223343758715
4.211927106515624	2.305535761285232	2.409209817626186
4.605446307440493	5.296108920739558	4.75712836115043
2.603296996582604	1.6685839135052296	1.467655690715182
3.7844609640414646	4.240776689713599	3.3006388273766545
4.6636674510547165	6.31486913324291	5.420418005773217
2.970586598346197	2.20057790842801	2.234590231479648
5.018909914989345	2.7492876058204065	3.2887605563658844
3.7089837648904065	3.6106253767782874	2.940302351548385
4.123487339923001	2.8305416039082143	3.2674737009230728
3.707550960665105	1.476110172491211	2.1327057541874823
7.0	3.570415689579475	5.440469618151839
4.496736547857044	2.107754052951517	2.978812738023347
3.095741557226968	4.094280308418471	2.677405273775392
5.618433036745096	2.292554202636731	4.223073458939787
2.876870531088497	5.486419744292157	3.2371989446256793
4.795072408910711	2.4686775377361054	2.7608178112290913
1.8856058266415756	3.065182435187875	1.8342795094853654
2.7328519623108134	4.5339386252982745	2.513848998753848
4.778969148671125	1.8897379688915308	3.2272536240677443
5.5056272752159	3.7759328293363903	4.264493215088491
4.744765899223637	5.172393310562138	4.606171765998832
4.359683069744703	1.4026195058938165	2.7101861646168506
4.110862254780888	3.7205416332274344	3.688600641472443
2.531150050088297	3.817868517629622	2.041606693374707
3.5490487500887418	4.49294519621766	3.2457214426537933
3.8968180983778162	1.8818658335204155	2.4444988829460197
5.933159457844614	1.7738593984316382	3.304856002547879
4.975869358122393	4.156815022385238	4.773075308865923
2.1494192584969216	3.8658560440004486	2.205197923222786
4.949660657165756	3.8057235752985576	3.75809829121385
3.9981903216434245	3.929832123266617	3.7090570008243695
3.606636385911004	2.60219324898875	3.2614543443882775
5.335515963661073	3.782133076154294	4.634638110922457
5.898111290108685	3.8607960092350364	4.405154943078616
5.764320300736177	2.5577951404268524	3.7647357107216
3.388888607185726	5.894926963777433	4.0175210532418415
4.09998304453715	4.094591358257624	3.4189007629800643
4.959293158893204	1.940905885667216	3.231928650915292
5.8237095370834195	4.330922079517272	5.2641041787871385
3.8719495334943215	2.2210843003168983	2.4461078619040038
4.265751500397915	4.499750714114398	3.897296004365473
3.030503911652857	4.9802625698589615	2.1949547576812485
2.9099254026315355	2.4202668797829174	1.972947101088449
5.604990678694947	4.727765964567041	5.060350531235329
6.334478211860723	4.015626781501715	4.902230944734237
4.418231281135947	4.544988057179108	4.493168534422042
5.861260017879465	5.935046218118738	5.732957699037899
5.000043295934982	3.164351720271365	3.6704027776783645
3.649304650785984	2.5068549561318942	2.718060371228025
4.999720731148928	2.331239508520446	3.727314946765912
6.578390006808613	2.426568361998935	3.873410224317277
4.466778545050202	3.3820131593954246	3.860823201910089
6.6140880624281415	3.9229819795988825	5.3784842289518044
1.0	3.839607971510793	1.0
5.617571134621818	4.551614254482528	5.154206638302763
4.631634270638283	3.498553050673778	3.769797316890873
4.113674867759132	5.361735674322313	3.9978324374261556
4.637958533272625	3.1394295842029893	3.5633108230537585
1.8481747281154415	7.0	2.235492241243485
4.220117241837039	4.290973826261753	3.8152258418756917
4.9939742932791775	2.3730898500366693	3.5382600308997185
6.49769831379648	2.0966453294569796	4.399766723345083
3.8194954500891227	4.10576567000148	3.0702281298357983
3.43011011031311	3.1927099170215807	3.3657169534665132
3.841650756924681	4.40522381318371	3.013490740785904
5.743017189742182	4.093821402678243	4.804599923650473
4.9559224406543905	3.387539589664604	4.035488152053875
3.8040796285445193	2.3864944262907732	2.7978331726624637
5.203483302768984	1.5224348114369084	2.831308300694423
4.645091912241504	2.904214508528714	3.3778985510975135
5.814451799172625	4.589401606182298	5.082210347615124
3.5729186363159195	3.7586450143955785	2.932811438153213
4.075229455985511	1.8704993569842439	2.879616246150355
3.9887638867671753	3.7057284236515966	3.460142249410182
2.5512846172855235	3.980105462044947	2.2296395298557474
4.912142481800017	2.338556257120807	3.5393790184684555
4.865096655843676	3.6805642892105332	4.051839944952496
4.521706026116931	3.557023506657117	3.8870652099552427
4.200105835936277	2.003419988535268	2.938661136707132
