Job_Satisfaction	Organizational_Support	Job_Performance
5.993428306022466	1.5846292579495858	9.62883503040296
4.72347139765763	2.579354677234641	10.569729845300344
6.295377076201385	2.6572854834732307	13.719371073349976
8.046059712816051	2.197722730778381	14.809352057298849
4.531693250553328	2.838714288333991	8.885464496096747
4.531726086101639	3.4040508568145382	10.519743686677293
8.158425631014783	4.88618590121053	24.00553757081484
6.534869458305818	3.174577812831839	15.031774660750695
4.061051228130096	3.2575503907227645	10.814470023564068
6.085120087171929	2.925554084233833	16.893896929142507
4.073164614375076	1.0812287847009583	6.693450583646078
4.068540492859486	2.973486124550784	10.900981205051853
5.483924543132068	3.0602302099410266	13.326861720413463
1.1734395106844042	5.463242112485286	7.441397300883652
1.5501643349739345	2.8076390352188776	5.043025392563057
3.8754249415180544	3.3015473423336124	10.80510546038531
2.9743377593311524	2.9652882302947567	7.13183763448281
5.628494665190548	1.831321962380468	9.249859672771304
3.1839518489575784	4.1428228145150205	9.625678565075686
2.175392597329417	3.7519330326867744	7.559921285850072
7.931297537843108	3.791031947043047	21.444737858694808
4.548447399026928	2.090612545205261	6.837758747928069
5.135056409375848	4.402794310936099	15.61806554655764
2.1505036275730864	1.5981489372077191	3.316710658506117
3.911234550949634	3.5868570938002704	10.171358295661632
5.2218451794197325	5.190455625809978	18.09851214987137
2.6980128451553944	2.009463674869312	6.184749066802181
5.751396036691344	2.433702270397228	10.126938158515271
3.79872262016239	3.099651365087641	8.82383931241778
4.416612500413446	2.4965243458838007	10.047333556353298
3.796586775541206	1.4493365689338673	5.803740547102661
8.704556369017876	3.0685629748060275	18.17349742096482
4.973005550524132	1.9376962862738951	8.967853255796078
2.8845781420882	3.4735924306351817	7.840705972602142
6.645089824206378	2.0805757657661967	13.620906870991712
2.5583127000579555	4.54993440501754	9.934117682967054
5.417727190009511	2.216746707663763	8.152636585235891
1.0806597522404489	2.6779384837943243	4.687741871392884
2.343627902203139	3.81351721736967	7.229068794007935
5.393722471738247	1.7691356835660448	9.896926032536834
6.476933159990821	3.2274599346041293	13.775800731135666
5.342736562379941	4.307142754282428	15.053546295085631
4.768703435223519	1.3925167654387725	7.963293819405535
4.397792608821423	3.184633858532304	11.62218535408285
2.0429560192651453	3.259882794248424	5.463065311494803
3.5603115832105825	3.7818228717773104	9.965988527713325
4.078722458080425	1.763049289121918	6.96972619671355
7.114244452437831	1.6795433869157237	10.187128898917454
5.687236579136923	3.5219415656168978	15.6777009601583
1.473919689274532	3.2969846732331862	6.074833207614079
5.64816793878959	3.2504928503458768	11.88207967119886
4.229835439167367	3.346448209496976	11.698684222234949
3.6461559993880814	2.3199752784215093	10.024823492172576
6.223352577681736	3.232253697161004	15.159999409719616
7.061999044991902	3.293072473298681	14.301821163141303
6.862560238232398	2.285648581973632	11.90690105173184
3.3215649535547227	4.865774511144757	12.852220414554726
4.381575248297571	3.4738329209117875	10.61361217199888
5.662526862807128	1.808696502797352	9.91440882389112
6.951090254244718	3.6565536086338297	17.513958924381036
4.04165152430942	2.0253183297726784	6.975743155403452
4.628682046672366	3.787084603742452	12.402625254225926
2.787330051987944	4.158595579007404	6.036527732199737
2.6075867518386584	2.179317681648289	5.206305004965055
6.625051644788396	3.9633761292443217	16.7519991273604
7.712480057141645	3.4127809269364984	16.16069306004337
4.855979756839332	3.82206015999449	14.630957936891784
7.007065795784048	4.896792982653947	19.267289661843503
5.723272050095268	2.7546118839971294	11.554132385366206
3.7097604907897512	2.24626383564251	7.992740305116292
5.722791211016828	2.1104855703744767	11.76696187493363
8.076073132931938	2.1841897150345617	12.313301679723654
4.928347921780097	2.922898290585896	12.266231086614216
8.129287311628012	3.341151974816644	17.941696051317713
-0.2394902081794887	3.276690799330019	1.5678593399927658
6.643805008750448	3.827183249036024	17.10298464908984
5.174094136476342	3.013001891877907	11.925829500158056
4.401985299068265	4.453534077157316	12.778592610140956
5.183521553071005	2.735343166762044	11.153649915536755
1.0248621707982144	5.720169166589619	6.188122234275853
4.560656224324976	3.625667347765006	12.09571460450976
5.7142251430234925	2.142842443583717	11.059969646573498
7.955788089483033	1.929107501938888	14.281671306371642
3.963459563452705	3.482472415243185	9.309711446934797
3.383012794213625	2.776537214674149	10.414725304506485
3.996485912830927	3.714000494092092	9.097535567075049
6.830804235404148	3.473237624573545	15.79559082063936
5.657502219319369	2.927171087343128	12.919410411535694
3.9404795924659215	2.153206281931595	8.291059713475823
6.026534866226712	1.4851527753141354	8.416243738728603
5.194155098696081	2.5534850479329787	10.460279765836772
6.937289981065779	3.856398794323472	16.833746381712846
3.595893812245296	3.214093744130204	8.795826195015142
4.344675706804464	1.754261221288012	8.596896761417321
4.215783693735685	3.173180925851182	10.76783937237885
2.072970103735763	3.385317379728837	6.166235358459866
5.592240554129152	2.116142563798867	11.064154227075433
5.522110544359778	3.153725105945528	12.980559789461742
5.010226913284922	3.058208718446	12.36436604205552
4.530825733249706	1.857029702169377	8.8177018039985
